ACS,Kills,Deaths,Assists,Difference,KAST,ADR,HS,FK,FD,Diff
236,38,28,6,10,72%,155,27%,5,7,-2
236,48,42,13,6,71%,146,39%,8,7,1
236,50,51,13,-1,68%,158,26%,16,14,2
236,34,23,16,11,88%,161,28%,3,0,3
236,16,9,3,7,83%,155,24%,2,2,0
236,21,18,5,3,77%,154,17%,8,5,3
237,36,37,18,-1,70%,161,29%,5,5,0
237,71,53,11,18,76%,144,30%,9,11,-2
237,38,31,19,7,78%,163,24%,3,1,2
237,60,48,11,12,80%,157,33%,14,10,4
237,52,47,18,5,69%,154,24%,10,10,0
237,59,46,15,13,72%,148,26%,5,6,-1
237,26,17,13,9,79%,141,10%,5,0,5
237,15,7,7,8,100%,139,17%,2,0,2
237,17,15,3,2,71%,158,17%,4,4,0
238,53,40,17,13,83%,150,32%,8,5,3
238,50,46,9,4,69%,162,25%,13,13,0
238,33,23,11,10,76%,153,21%,5,2,3
238,34,33,8,1,66%,153,22%,9,5,4
238,55,59,16,-4,69%,150,21%,20,10,10
238,41,37,21,4,70%,162,19%,3,3,0
238,52,49,23,3,73%,158,23%,14,7,7
238,17,14,11,3,73%,157,18%,3,7,-4
238,18,16,5,2,73%,154,38%,2,2,0
238,41,33,23,8,79%,153,21%,4,5,-1
239,33,31,6,2,61%,148,30%,10,6,4
239,30,32,10,-2,69%,158,19%,5,8,-3
239,40,31,6,9,75%,152,24%,5,4,1
240,45,48,26,-3,75%,158,21%,4,6,-2
240,53,41,8,12,67%,159,18%,6,9,-3
240,37,25,3,12,68%,145,21%,8,8,0
240,38,32,11,6,72%,164,32%,5,1,4
241,21,14,6,7,88%,156,23%,4,3,1
241,31,15,8,16,82%,144,39%,7,3,4
241,39,24,9,15,83%,146,14%,5,2,3
241,46,39,12,7,74%,148,23%,7,7,0
241,20,10,12,10,73%,151,30%,1,2,-1
242,29,14,11,15,94%,161,24%,2,3,-1
242,32,15,7,17,85%,163,36%,3,2,1
242,59,52,9,7,67%,157,31%,10,15,-5
242,37,28,7,9,76%,150,25%,4,6,-2
242,35,28,10,7,73%,169,18%,3,3,0
243,19,8,4,11,79%,143,33%,1,0,1
244,30,19,10,11,71%,153,19%,5,3,2
244,38,31,7,7,69%,156,20%,8,8,0
244,56,48,18,8,73%,160,25%,10,12,-2
245,57,51,16,6,74%,164,25%,13,8,5
245,44,35,14,9,70%,156,26%,4,2,2
245,61,42,15,19,81%,159,33%,6,2,4
245,13,8,11,5,88%,167,34%,1,1,0
245,45,32,7,13,72%,161,29%,5,7,-2
246,38,33,4,5,74%,149,26%,0,3,-3
246,33,25,9,8,68%,168,16%,8,5,3
246,51,45,12,6,68%,150,29%,4,7,-3
246,20,12,5,8,81%,176,38%,1,0,1
246,43,31,16,12,84%,177,35%,5,2,3
246,21,13,7,8,96%,164,25%,2,1,1
247,36,23,10,13,74%,160,27%,6,6,0
247,41,41,6,0,58%,155,22%,8,9,-1
247,54,42,22,12,80%,151,37%,5,4,1
247,60,49,10,11,69%,167,24%,13,9,4
247,38,26,9,12,78%,153,16%,7,0,7
247,36,36,9,0,71%,140,17%,6,6,0
247,19,14,12,5,86%,173,24%,4,1,3
247,18,11,7,7,81%,157,11%,2,1,1
248,58,35,3,23,72%,149,22%,15,11,4
248,49,31,23,18,69%,150,40%,4,4,0
248,53,43,8,10,71%,152,20%,7,6,1
248,19,14,3,5,76%,164,14%,3,6,-3
249,35,37,12,-2,68%,159,18%,4,5,-1
249,35,22,9,13,72%,161,23%,4,1,3
249,29,32,6,-3,63%,156,19%,4,3,1
249,68,43,12,25,76%,158,29%,7,3,4
249,21,17,5,4,77%,161,37%,1,3,-2
249,24,21,2,3,77%,162,24%,2,2,0
250,38,36,18,2,78%,172,26%,4,5,-1
250,16,10,6,6,89%,152,37%,3,0,3
250,30,22,12,8,77%,175,22%,1,5,-4
250,31,14,15,17,88%,172,39%,2,1,1
250,39,40,14,-1,70%,173,30%,7,5,2
251,38,23,8,15,80%,165,34%,4,3,1
251,34,20,23,14,78%,161,25%,3,2,1
251,34,31,11,3,65%,155,31%,3,2,1
251,54,45,8,9,69%,160,29%,13,4,9
251,43,28,12,15,83%,165,19%,7,2,5
251,32,21,5,11,67%,148,18%,9,8,1
251,32,21,9,11,81%,146,38%,3,2,1
251,17,7,5,10,81%,159,45%,1,0,1
251,27,31,16,-4,65%,160,17%,2,5,-3
251,25,12,5,13,85%,161,34%,3,1,2
252,29,18,11,11,86%,145,22%,6,2,4
252,14,14,12,0,81%,186,24%,3,1,2
252,60,48,9,12,77%,165,30%,14,11,3
252,21,19,8,2,62%,177,34%,4,3,1
253,55,40,11,15,74%,171,38%,4,5,-1
253,54,36,18,18,83%,167,26%,3,3,0
254,37,35,9,2,77%,169,26%,7,9,-2
254,43,36,14,7,73%,163,32%,6,2,4
254,34,21,17,13,87%,168,34%,3,2,1
254,61,56,13,5,69%,158,27%,15,12,3
255,51,32,19,19,84%,158,22%,9,5,4
255,51,42,14,9,72%,166,38%,8,3,5
255,15,15,4,0,76%,171,20%,1,1,0
256,31,26,5,5,67%,173,24%,4,4,0
256,38,26,6,12,76%,169,22%,6,3,3
256,36,25,9,11,71%,163,27%,6,2,4
256,43,35,10,8,79%,161,24%,14,7,7
257,32,19,8,13,82%,166,31%,8,1,7
257,58,38,17,20,75%,162,24%,5,2,3
257,57,43,9,14,82%,165,52%,10,9,1
258,43,32,16,11,74%,168,13%,2,4,-2
258,41,23,15,18,74%,174,19%,3,5,-2
259,52,36,14,16,76%,155,29%,3,2,1
259,33,22,16,11,86%,152,22%,4,2,2
259,37,30,7,7,67%,168,26%,3,7,-4
259,36,30,11,6,85%,173,15%,9,5,4
259,18,13,9,5,71%,174,43%,1,1,0
260,43,33,8,10,72%,166,20%,6,7,-1
260,21,17,7,4,75%,191,26%,3,0,3
260,49,36,17,13,75%,175,33%,2,9,-7
260,18,9,5,9,79%,167,19%,2,0,2
261,54,33,13,21,86%,168,29%,12,4,8
261,45,31,7,14,79%,174,23%,11,4,7
262,27,29,7,-2,69%,175,22%,3,9,-6
262,40,26,5,14,84%,160,28%,11,5,6
262,51,51,11,0,68%,162,26%,6,10,-4
262,20,15,2,5,67%,156,24%,3,4,-1
263,15,13,15,2,94%,189,17%,3,0,3
263,32,19,11,13,84%,169,33%,2,2,0
264,73,49,11,24,75%,167,22%,15,7,8
264,47,29,20,18,81%,163,14%,1,2,-1
265,37,16,13,21,92%,169,34%,3,0,3
265,17,13,4,4,68%,165,38%,1,0,1
265,16,15,14,1,76%,180,21%,0,4,-4
266,37,31,4,6,70%,172,42%,7,7,0
267,52,40,15,12,73%,187,29%,13,8,5
268,42,28,7,14,68%,164,32%,6,2,4
268,52,42,10,10,75%,177,26%,10,6,4
269,43,40,10,3,72%,166,22%,13,5,8
269,23,15,6,8,79%,173,23%,2,1,1
269,45,37,17,8,74%,170,18%,6,6,0
269,60,44,8,16,70%,165,25%,18,16,2
269,38,27,10,11,73%,161,20%,3,3,0
270,43,31,30,12,91%,160,28%,7,1,6
270,51,36,28,15,75%,179,26%,2,3,-1
270,62,47,18,15,71%,167,24%,7,8,-1
270,15,15,11,0,89%,173,21%,2,0,2
272,51,35,13,16,80%,179,37%,11,7,4
272,66,43,10,23,74%,166,30%,18,4,14
272,41,28,13,13,79%,169,43%,4,3,1
273,41,29,10,12,85%,176,26%,12,4,8
273,35,13,7,22,85%,171,21%,7,4,3
274,35,18,11,17,80%,192,24%,4,0,4
274,58,45,11,13,77%,183,28%,6,3,3
274,16,8,9,8,87%,184,24%,3,0,3
275,41,32,19,9,82%,176,29%,1,6,-5
276,40,23,15,17,78%,181,25%,3,4,-1
276,51,31,23,20,80%,159,34%,12,0,12
276,21,16,1,5,74%,148,37%,4,2,2
276,27,19,4,8,65%,169,35%,7,7,0
276,21,12,15,9,81%,159,29%,1,0,1
277,65,42,6,23,80%,170,25%,16,9,7
278,21,16,0,5,68%,157,14%,8,3,5
278,37,17,15,20,94%,182,51%,3,1,2
278,21,18,2,3,67%,175,41%,4,1,3
279,40,26,4,14,82%,183,24%,15,3,12
279,47,35,7,12,66%,184,29%,11,10,1
280,40,26,20,14,88%,187,22%,2,3,-1
280,45,36,6,9,74%,178,34%,10,9,1
280,29,16,11,13,87%,172,27%,4,3,1
281,53,46,12,7,75%,167,20%,12,9,3
281,41,25,13,16,78%,174,26%,2,2,0
285,44,32,9,12,77%,180,32%,9,4,5
285,20,11,5,9,94%,166,28%,3,0,3
286,50,31,14,19,69%,175,28%,7,11,-4
286,40,24,10,16,78%,191,23%,6,2,4
286,33,17,16,16,91%,193,38%,5,3,2
287,71,49,18,22,80%,177,24%,14,7,7
287,64,51,22,13,75%,192,29%,10,9,1
287,63,40,8,23,75%,186,24%,20,6,14
288,41,25,7,16,73%,191,29%,8,3,5
288,52,34,21,18,80%,188,30%,7,5,2
289,53,44,5,9,65%,180,34%,16,7,9
289,37,21,6,16,78%,183,28%,14,3,11
290,42,33,8,9,77%,171,32%,11,10,1
291,19,5,4,14,88%,188,24%,7,1,6
292,40,24,6,16,81%,214,31%,6,0,6
293,46,27,6,19,70%,184,34%,10,5,5
293,50,34,20,16,82%,192,20%,4,3,1
294,39,21,7,18,83%,189,28%,9,5,4
295,38,26,7,12,74%,180,29%,10,3,7
296,51,35,10,16,71%,191,45%,9,8,1
296,20,18,4,2,62%,174,16%,5,2,3
297,19,7,4,12,88%,175,25%,5,1,4
297,20,10,6,10,84%,187,19%,2,1,1
301,20,9,6,11,94%,189,14%,2,0,2
302,37,20,8,17,82%,212,38%,8,1,7
303,38,21,7,17,83%,206,33%,6,3,3
304,69,49,9,20,73%,181,38%,10,5,5
305,43,31,4,12,72%,184,31%,10,6,4
306,35,17,4,18,80%,184,41%,8,4,4
306,20,8,3,12,94%,202,19%,6,0,6
307,25,18,9,7,78%,195,26%,1,1,0
308,57,40,11,17,72%,204,23%,16,7,9
309,47,26,6,21,78%,204,35%,13,3,10
309,18,7,6,11,100%,207,26%,3,1,2
310,48,32,28,16,83%,200,18%,5,6,-1
311,51,45,13,6,74%,197,20%,10,6,4
312,38,18,9,20,80%,195,35%,9,1,8
312,34,16,15,18,94%,200,17%,4,2,2
315,22,15,1,7,58%,213,37%,0,1,-1
315,18,9,5,9,81%,184,14%,5,4,1
316,23,15,6,8,68%,168,17%,6,1,5
316,58,40,10,18,75%,197,29%,10,10,0
316,18,3,0,15,100%,182,16%,4,0,4
318,40,19,22,21,94%,210,26%,8,2,6
320,21,15,4,6,74%,191,18%,4,0,4
326,57,39,7,18,76%,199,29%,12,11,1
327,26,14,1,12,76%,189,20%,9,4,5
327,39,20,7,19,79%,213,22%,10,3,7
333,41,15,3,26,83%,188,14%,5,3,2
335,24,11,9,13,89%,196,24%,2,1,1
335,21,15,4,6,79%,209,30%,9,2,7
335,41,20,9,21,82%,225,25%,13,3,10
338,46,24,15,22,85%,207,33%,3,2,1
339,50,19,16,31,87%,214,37%,3,2,1
339,26,17,4,9,86%,197,24%,13,2,11
340,19,9,5,10,94%,199,20%,1,0,1
341,49,20,7,29,92%,222,34%,8,2,6
341,35,18,15,17,87%,220,15%,6,1,5
342,43,21,9,22,89%,211,20%,9,2,7
344,25,14,1,11,84%,225,35%,3,1,2
346,21,12,8,9,94%,239,40%,3,2,1
348,35,16,10,19,90%,219,18%,10,2,8
349,28,21,6,7,87%,228,21%,6,2,4
350,24,8,7,16,83%,205,22%,5,2,3
351,59,31,6,28,79%,216,31%,11,7,4
357,30,15,3,15,87%,237,35%,0,1,-1
363,55,26,11,29,81%,242,42%,7,5,2
363,22,11,2,11,69%,219,30%,4,1,3
365,23,10,0,13,82%,232,26%,5,2,3
366,21,14,1,7,81%,219,50%,2,1,1
367,26,8,3,18,74%,225,14%,3,1,2
373,24,9,0,15,88%,238,51%,1,0,1
373,51,25,6,26,84%,242,30%,8,5,3
381,50,20,6,30,73%,225,30%,13,4,9
406,25,13,3,12,82%,245,34%,6,1,5
